system,distribution,batchsize,hit_chance,period,utilization,p99,p99_lower,p99_upper
F1T,picojpeg-emnist.json,30000,2.000020000200002e-5,0.0375,0.23,13.918747809484534,13.918747809484534,13.918747809484534
F1T,picojpeg-emnist.json,30000,2.000020000200002e-5,0.0375,0.24,13.918747809484534,13.918747809484534,13.918747809484534
F1T,picojpeg-emnist.json,30000,5.000050000500005e-5,0.0375,0.25,13.918747809484534,13.918747809484534,13.918747809484534
F1T,picojpeg-emnist.json,30000,0.0003100031000310003,0.0375,0.26,145.2165116969272,90.83451421881065,188.36146981428962
F1T,picojpeg-emnist.json,30000,0.0008500085000850008,0.0375,0.27,369.5339726957161,362.3339570349435,376.92590606718426
F1T,picojpeg-emnist.json,30000,0.001980019800198002,0.0375,0.28,392.1114509264945,390.9189361599406,392.1114509264945
F1T,picojpeg-emnist.json,30000,0.0044000440004400045,0.0375,0.29,849.9408940477489,621.8061605139428,1159.0610919618948
F1T,picojpeg-emnist.json,30000,0.009210092100921009,0.0375,0.3,2786.5160992012875,2709.4178655695378,2867.2876951179915
F1T,picojpeg-emnist.json,30000,0.017040170401704018,0.0375,0.31,5065.445442235465,4604.804390385291,5602.057810619561
F1T,picojpeg-emnist.json,30000,0.02999029990299903,0.0375,0.32,10737.743123939597,10392.115720260663,11082.728488202163
F1T,picojpeg-emnist.json,30000,0.04702047020470205,0.0375,0.33,14935.306650706569,14031.282626716833,15981.222861196287
F1T,picojpeg-emnist.json,30000,0.06280062800628006,0.0375,0.34,19100.76231527143,18166.99525112907,19885.286198303726
F1T,picojpeg-emnist.json,30000,0.07613076130761308,0.0375,0.35,19700.27111947795,18982.04761378017,20541.98996415773
F1T,picojpeg-emnist.json,30000,0.08978089780897809,0.0375,0.36,20824.168838253885,20075.167410533526,21503.11727896445
F1T,picojpeg-emnist.json,30000,0.1063310633106331,0.0375,0.37,20373.824333726163,19640.259002737883,21379.31674163806
F1T,picojpeg-emnist.json,30000,0.12661126611266113,0.0375,0.38,19139.036239020472,18341.21780836422,19817.324429954326
F1T,picojpeg-emnist.json,30000,0.15191151911519116,0.0375,0.39,15879.300274512103,15111.939497019912,16604.671795537117
F1T,picojpeg-emnist.json,30000,0.18362183621836217,0.0375,0.4,12104.175667645726,11519.794272285262,12647.87168413497
F1T,picojpeg-emnist.json,30000,0.2225722257222572,0.0375,0.41,6778.095057133024,6227.228977274318,7320.227089669812
F1T,picojpeg-emnist.json,30000,0.27152271522715227,0.0375,0.42,2030.281908663572,1825.9460109408249,2268.8617756965577
F1T,picojpeg-emnist.json,30000,0.33166331663316634,0.0375,0.43,308.30851962826,266.2522735357389,330.8359177924475
F1T,picojpeg-emnist.json,30000,0.4015240152401524,0.0375,0.44,37.14614559167598,33.89505838828051,41.066184207323055
F1T,picojpeg-emnist.json,30000,0.47769477694776946,0.0375,0.45,10.288512565631073,9.81267197053012,11.044039968785361
F1T,picojpeg-emnist.json,30000,0.5548155481554815,0.0375,0.46,4.270727726837557,4.270727726837557,4.630770979665551
F1T,picojpeg-emnist.json,30000,0.6294862948629486,0.0375,0.47,2.4963267444816815,2.4213383638881925,2.6560703879033167
F1T,picojpeg-emnist.json,30000,0.6987869878698787,0.0375,0.48,1.859599173748531,1.859599173748531,1.859599173748531
F1T,picojpeg-emnist.json,30000,0.7618376183761838,0.0375,0.49,1.509746218245669,1.509746218245669,1.509746218245669
F1T,picojpeg-emnist.json,30000,0.8166881668816688,0.0375,0.5,1.1624955448552223,1.1624955448552223,1.1624955448552223
F1T,picojpeg-emnist.json,30000,0.8632186321863219,0.0375,0.51,1.1624955448552223,1.1624955448552223,1.1624955448552223
F1T,picojpeg-emnist.json,30000,0.9002590025900259,0.0375,0.52,0.8167087724208143,0.8167087724208143,1.1379977614496433
F1T,picojpeg-emnist.json,30000,0.929749297492975,0.0375,0.53,0.8167087724208143,0.8167087724208143,0.8167087724208143
F1T,picojpeg-emnist.json,30000,0.951429514295143,0.0375,0.54,0.8167087724208143,0.8167087724208143,0.8167087724208143
F1T,picojpeg-emnist.json,30000,0.9676196761967619,0.0375,0.55,0.8167087724208143,0.8167087724208143,0.8167087724208143
F1T,picojpeg-emnist.json,30000,0.979069790697907,0.0375,0.56,0.8167087724208143,0.8167087724208143,0.8167087724208143
F1T,picojpeg-emnist.json,30000,0.987269872698727,0.0375,0.57,0.8167087724208143,0.8167087724208143,0.8167087724208143
F1T,picojpeg-emnist.json,30000,0.99219992199922,0.0375,0.58,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,0.9949999499995,0.0375,0.59,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,0.997179971799718,0.0375,0.6,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,0.998519985199852,0.0375,0.61,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,0.999179991799918,0.0375,0.62,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,0.999579995799958,0.0375,0.63,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,0.999809998099981,0.0375,0.64,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,0.999909999099991,0.0375,0.65,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,0.999939999399994,0.0375,0.66,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,0.999969999699997,0.0375,0.67,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.68,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.69,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.7,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.71,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.72,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.73,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.74,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.75,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.76,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.77,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.78,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.79,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.8,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.81,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.82,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.83,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.84,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.85,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.86,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.87,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.88,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.89,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.9,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.91,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.92,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.93,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.94,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.95,0.4637039908453395,0.4637039908453395,0.4637039908453395
F1T,picojpeg-emnist.json,30000,1.0,0.0375,0.96,0.4637039908453395,0.4637039908453395,0.4637039908453395
