system,distribution,batchsize,hit_chance,period,utilization,p99,p99_lower,p99_upper
F1T,picojpeg-emnist.json,30000,1.000010000100001e-5,0.0105,0.81,13.967497920697042,13.967497920697042,13.967497920697042
F1T,picojpeg-emnist.json,30000,2.000020000200002e-5,0.0105,0.82,13.967497920697042,13.967497920697042,13.967497920697042
F1T,picojpeg-emnist.json,30000,2.000020000200002e-5,0.0105,0.83,13.967497920697042,13.967497920697042,13.967497920697042
F1T,picojpeg-emnist.json,30000,2.000020000200002e-5,0.0105,0.84,13.967497920697042,13.967497920697042,13.967497920697042
F1T,picojpeg-emnist.json,30000,2.000020000200002e-5,0.0105,0.85,13.967497920697042,13.967497920697042,13.967497920697042
F1T,picojpeg-emnist.json,30000,3.000030000300003e-5,0.0105,0.86,13.967497920697042,13.967497920697042,13.967497920697042
F1T,picojpeg-emnist.json,30000,3.000030000300003e-5,0.0105,0.87,13.967497920697042,13.967497920697042,13.967497920697042
F1T,picojpeg-emnist.json,30000,5.000050000500005e-5,0.0105,0.88,13.967497920697042,13.967497920697042,13.967497920697042
F1T,picojpeg-emnist.json,30000,5.000050000500005e-5,0.0105,0.89,13.967497920697042,13.967497920697042,13.967497920697042
F1T,picojpeg-emnist.json,30000,6.000060000600006e-5,0.0105,0.9,13.967497920697042,13.967497920697042,46.98221945559379
F1T,picojpeg-emnist.json,30000,0.0001000010000100001,0.0105,0.91,277.6842856778276,230.82144320975388,338.58305094021296
F1T,picojpeg-emnist.json,30000,0.00018000180001800017,0.0105,0.92,446.552115788634,431.8461626901213,459.99397919188385
F1T,picojpeg-emnist.json,30000,0.0003200032000320003,0.0105,0.93,492.96162895988425,487.2932747595915,497.0883400474001
F1T,picojpeg-emnist.json,30000,0.0004300043000430004,0.0105,0.94,501.6729463881991,498.9245640202519,503.4120656210628
F1T,picojpeg-emnist.json,30000,0.0005200052000520005,0.0105,0.95,505.14267691573804,504.10877465313007,506.52449806437585
F1T,picojpeg-emnist.json,30000,0.0007100071000710007,0.0105,0.96,507.85076781341513,507.2612713482704,508.2948326277223
F1T,picojpeg-emnist.json,30000,0.001010010100101001,0.0105,0.97,760.6372914344997,508.7728888447599,1244.668773516706
F1T,picojpeg-emnist.json,30000,0.0011900119001190012,0.0105,0.98,1670.84252023362,1256.8093839379508,2059.514780856506
F1T,picojpeg-emnist.json,30000,0.0014900149001490016,0.0105,0.99,2712.2375990834043,2367.922400266137,3025.598047554012
F1T,picojpeg-emnist.json,30000,0.001980019800198002,0.0105,1.0,3972.4300873436,3756.518826324995,4191.308750056595
