system,distribution,batchsize,hit_chance,period,utilization,p99,p99_lower,p99_upper
F1T,synthetic,30000,0.010408869448943925,0.019000000000000003,0.53,13626.313938917172,12897.302690588744,14290.117856585315
F1T,synthetic,30000,0.03776985419250778,0.019000000000000003,0.54,49850.82553976136,47640.64844273824,51805.01109269581
F1T,synthetic,30000,0.06389284584781185,0.019000000000000003,0.55,56380.07445050861,53923.895087123456,58287.23689109221
F1T,synthetic,30000,0.0888548703835983,0.019000000000000003,0.56,40955.04490045012,38674.69666479539,42773.631911762524
F1T,synthetic,30000,0.11272689976646078,0.019000000000000003,0.57,25399.44134213029,23898.90394111527,27146.15140720025
F1T,synthetic,30000,0.1355744235354489,0.019000000000000003,0.58,11623.936858178227,10701.852926778896,12613.991814590423
F1T,synthetic,30000,0.15745795767819626,0.019000000000000003,0.59,4316.917310153558,3949.0975761220943,4968.514932905426
F1T,synthetic,30000,0.17843349861254942,0.019000000000000003,0.6,1365.9785067145378,1253.1122425534109,1547.8521275736393
F1T,synthetic,30000,0.19855292899479582,0.019000000000000003,0.61,468.92513136847896,409.1369663945381,532.9498143752829
F1T,synthetic,30000,0.21786438115795048,0.019000000000000003,0.62,165.62461326827244,146.61013632528878,189.07950882322416
F1T,synthetic,30000,0.23641256320372916,0.019000000000000003,0.63,65.83761706885589,58.811425080298314,75.14262006000486
F1T,synthetic,30000,0.25423905210730735,0.019000000000000003,0.64,34.5149607232537,31.991249630194577,38.92282272501049
F1T,synthetic,30000,0.27138255762615804,0.019000000000000003,0.65,19.211194960999723,17.431694724634795,21.311761588627324
F1T,synthetic,30000,0.28787916031788974,0.019000000000000003,0.66,12.946991503627606,12.044420613702997,13.796474542352172
F1T,synthetic,30000,0.3037625265543126,0.019000000000000003,0.67,9.727946928722634,9.20999646556296,10.453987939103909
F1T,synthetic,30000,0.319064103059417,0.019000000000000003,0.68,7.6141599861848235,7.213689042705284,8.144265872672534
F1T,synthetic,30000,0.33381329318872166,0.019000000000000003,0.69,5.428056791287116,5.197391375244311,5.946896608447266
F1T,synthetic,30000,0.3480376168991579,0.019000000000000003,0.7,4.852987619960188,4.535317780663478,5.09327491527652
F1T,synthetic,30000,0.3617628561261541,0.019000000000000003,0.71,4.124657426462352,3.8487384143831425,4.3545499276508295
F1T,synthetic,30000,0.37501318708263043,0.019000000000000003,0.72,3.6067706798712544,3.2954076918778528,3.7735764696763066
F1T,synthetic,30000,0.38781130081887016,0.019000000000000003,0.73,3.0188275262670756,2.961345406399613,3.242295324904141
F1T,synthetic,30000,0.40017851322895226,0.019000000000000003,0.74,2.8119428972617833,2.64324791334358,2.961545227837251
F1T,synthetic,30000,0.41213486555551526,0.019000000000000003,0.75,2.5018066567392423,2.4129492018097176,2.652302835591566
F1T,synthetic,30000,0.42369921632738405,0.019000000000000003,0.76,2.354600928406403,2.293387816552875,2.381123724578921
F1T,synthetic,30000,0.43488932556176774,0.019000000000000003,0.77,2.301533725212997,2.197511731985905,2.356275771727586
F1T,synthetic,30000,0.44572193197239773,0.019000000000000003,0.78,2.109194204857049,2.0198731468252413,2.2500261281286105
F1T,synthetic,30000,0.4562128238454658,0.019000000000000003,0.79,1.8682704436903663,1.8520100516768063,1.9838147673090436
F1T,synthetic,30000,0.46637690417512345,0.019000000000000003,0.8,1.815798488212282,1.7551863097498208,1.8531733008912765
F1T,synthetic,30000,0.4762282505883969,0.019000000000000003,0.81,1.7141829745983275,1.6954095818572,1.7701994889171655
F1T,synthetic,30000,0.48578017053462363,0.019000000000000003,0.82,1.6808736537307811,1.680320101013636,1.6954095818572
F1T,synthetic,30000,0.4950452521660055,0.019000000000000003,0.83,1.6954095818572,1.6808736537307811,1.7141829745983275
F1T,synthetic,30000,0.5040354112928387,0.019000000000000003,0.84,1.5167635026831467,1.5027887892293992,1.6808736537307811
F1T,synthetic,30000,0.5127619347587409,0.019000000000000003,0.85,1.5027887892293992,1.3475723679976077,1.5167635026831467
F1T,synthetic,30000,0.5212355205471614,0.019000000000000003,0.86,1.3475723679976077,1.3374152555545646,1.5027887892293992
F1T,synthetic,30000,0.5294663149001437,0.019000000000000003,0.87,1.3475723679976077,1.3374152555545646,1.5027887892293992
F1T,synthetic,30000,0.5374639467032403,0.019000000000000003,0.88,1.3374152555545646,1.3189605032933986,1.3374152555545646
