t,u,y,r
80284,132.30145263671875,-185.5530548095703,-18.04831886291504
41095,116.22638702392578,-154.79550170898438,-18.04831886291504
41113,101.13758850097656,-109.98686218261719,-18.04831886291504
41114,87.47459411621094,-70.18962097167969,-18.04831886291504
43941,20.982406616210938,-35.36225891113281,-18.04831886291504
22312,-27.749771118164062,-5.277974605560303,-18.04831886291504
22336,-36.61116027832031,4.299429893493652,-18.04831886291504
22295,-32.47029113769531,-0.9238525032997131,-18.04831886291504
22372,-25.992019653320312,-8.722443580627441,-18.04831886291504
22285,-20.660720825195312,-15.113341331481934,-18.04831886291504
22294,-17.1170654296875,-19.38547706604004,-18.04831886291504
22373,-15.064788818359375,-21.89701271057129,-18.04831886291504
22348,-14.032379150390625,-23.20283317565918,-18.04831886291504
21655,-13.62176513671875,-23.766956329345703,-18.04831886291504
21653,-13.561126708984375,-23.908666610717773,-18.04831886291504
21667,-13.6805419921875,-23.82497215270996,-18.04831886291504
21625,-13.8837890625,-23.6292781829834,-18.04831886291504
21646,-14.11944580078125,-23.382640838623047,-18.04831886291504
21632,-14.36163330078125,-23.11635398864746,-18.04831886291504
66576,-114.36161804199219,-22.84569549560547,-418.07928466796875
72293,-214.36166381835938,-22.577762603759766,-418.07928466796875
74553,-314.3616638183594,-51.80472183227539,-418.07928466796875
69012,-299.83868408203125,-109.49528503417969,-418.07928466796875
41120,-279.5350036621094,-194.40216064453125,-418.07928466796875
41087,-261.9517822265625,-271.2349548339844,-418.07928466796875
41127,-247.50137329101562,-337.8691711425781,-418.07928466796875
56064,-147.50137329101562,-394.85980224609375,-418.07928466796875
45268,-62.27714538574219,-442.9712219238281,-418.07928466796875
22352,-70.54960632324219,-456.8262634277344,-418.07928466796875
22388,-93.29765319824219,-441.6832580566406,-418.07928466796875
22372,-116.18827819824219,-426.1879577636719,-418.07928466796875
22396,-135.2454071044922,-414.8702087402344,-418.07928466796875
22366,-150.3303680419922,-407.8592224121094,-418.07928466796875
22366,-162.3821258544922,-404.06103515625,-418.07928466796875
22330,-172.3787078857422,-402.3360900878906,-418.07928466796875
22347,-181.0676727294922,-401.8300476074219,-418.07928466796875
22359,-188.9241180419922,-401.9862365722656,-418.07928466796875
22376,-196.2522430419922,-402.47503662109375,-418.07928466796875
22390,-203.2146453857422,-403.1104431152344,-418.07928466796875
66603,-103.21479797363281,-403.7978515625,930.754638671875
48276,-3.214752197265625,-404.490478515625,930.754638671875
48312,96.78529357910156,-373.6319274902344,930.754638671875
48274,196.78533935546875,-312.38897705078125,930.754638671875
48325,296.785400390625,-222.15524291992188,930.754638671875
72227,396.7854309082031,-104.52429962158203,930.754638671875
80365,462.02838134765625,38.73739242553711,930.754638671875
40980,412.52734375,205.71766662597656,930.754638671875
41109,370.243408203125,384.1118469238281,930.754638671875
41054,335.8777160644531,538.2407836914062,930.754638671875
41067,309.54876708984375,669.6760864257812,930.754638671875
41073,290.9743957519531,780.3952026367188,930.754638671875
56071,190.97439575195312,872.5731811523438,930.754638671875
79979,105.52342224121094,948.4325561523438,930.754638671875
41082,118.7054672241211,983.9393920898438,930.754638671875
41091,135.97872924804688,984.429931640625,930.754638671875
41101,156.0575714111328,980.2649536132812,930.754638671875
41080,177.92813110351562,973.0930786132812,930.754638671875
41082,200.80322265625,964.15576171875,930.754638671875
41066,224.08273315429688,954.3668212890625,930.754638671875
77280,124.08273315429688,944.3798217773438,580.0535278320312
80480,71.31539916992188,934.64453125,580.0535278320312
41108,108.07843780517578,889.0263061523438,580.0535278320312
41081,143.02304077148438,823.0488891601562,580.0535278320312
41142,175.4820098876953,764.4902954101562,580.0535278320312
41099,205.09361267089844,713.3053588867188,580.0535278320312
41127,231.71884155273438,669.165283203125,580.0535278320312
41081,255.37652587890625,631.5609741210938,580.0535278320312
41124,276.1928405761719,599.880859375,580.0535278320312
43905,303.6361999511719,573.46826171875,580.0535278320312
22293,380.0004577636719,551.662109375,580.0535278320312
22270,401.0566101074219,536.56640625,580.0535278320312
22330,403.2796936035156,542.663330078125,580.0535278320312
22345,401.4330139160156,553.0517578125,580.0535278320312
21628,400.5074768066406,562.0182495117188,580.0535278320312
22345,401.5926818847656,568.3773193359375,580.0535278320312
22348,404.3797912597656,572.4735107421875,580.0535278320312
22326,408.3111877441406,574.9841918945312,580.0535278320312
22329,412.9015197753906,576.4910278320312,580.0535278320312
22298,417.8094787597656,577.403076171875,580.0535278320312
66556,317.80963134765625,577.97900390625,-673.1356811523438
48281,217.80958557128906,578.3712768554688,-673.1356811523438
48351,117.80953979492188,547.6246948242188,-673.1356811523438
48314,17.809494018554688,486.88092041015625,-673.1356811523438
48317,-82.1905517578125,397.5061950683594,-673.1356811523438
72267,-182.19056701660156,281.0648498535156,-673.1356811523438
80376,-202.59234619140625,139.29251098632812,-673.1356811523438
40992,-158.23580932617188,-25.930532455444336,-673.1356811523438
41098,-120.82139587402344,-189.07766723632812,-673.1356811523438
41113,-90.87846374511719,-329.74359130859375,-673.1356811523438
41111,-68.42908477783203,-449.49517822265625,-673.1356811523438
41096,-53.14910125732422,-550.2347412109375,-673.1356811523438
56089,46.85089874267578,-634.0171508789062,-673.1356811523438
79956,127.2575912475586,-702.9188232421875,-673.1356811523438
41042,112.46218872070312,-731.9476928710938,-673.1356811523438
41071,94.05597686767578,-727.9660034179688,-673.1356811523438
41082,73.26482391357422,-720.2957153320312,-673.1356811523438
41074,51.04254913330078,-710.4368896484375,-673.1356811523438
41102,28.119178771972656,-699.4959716796875,-673.1356811523438
41068,5.041755676269531,-688.266845703125,-673.1356811523438
109194,105.04164123535156,-677.2978515625,564.8883056640625
48232,205.04168701171875,-666.9480590820312,564.8883056640625
48288,305.041748046875,-621.1251831054688,564.8883056640625
72298,405.04180908203125,-541.36962890625,564.8883056640625
42812,505.04180908203125,-429.4611511230469,564.8883056640625
80366,482.02996826171875,-287.3876037597656,564.8883056640625
41167,424.468017578125,-117.31376647949219,564.8883056640625
41074,374.1627197265625,42.08918380737305,564.8883056640625
41043,331.63116455078125,179.46096801757812,564.8883056640625
41047,296.88873291015625,296.33917236328125,564.8883056640625
41060,269.60888671875,394.5937194824219,564.8883056640625
41148,249.24530029296875,476.24627685546875,564.8883056640625
56040,149.24530029296875,543.3407592773438,564.8883056640625
79899,57.079322814941406,597.8540649414062,564.8883056640625
41111,65.5394058227539,616.2530517578125,564.8883056640625
41075,77.20692443847656,601.8082885742188,564.8883056640625
41036,90.8946304321289,585.4227294921875,564.8883056640625
41076,105.7015609741211,568.3984985351562,564.8883056640625
43896,143.65469360351562,551.6480712890625,564.8883056640625
22346,177.06924438476562,535.7816162109375,564.8883056640625
66609,77.06925964355469,527.8869018554688,43.779144287109375
72228,-22.930770874023438,526.6026611328125,43.779144287109375
80084,-115.36492156982422,492.444580078125,43.779144287109375
41084,-80.99534606933594,426.6884460449219,43.779144287109375
41180,-49.16706848144531,333.0787658691406,43.779144287109375
41112,-20.686111450195312,250.73085021972656,43.779144287109375
41043,4.042938232421875,179.3695831298828,43.779144287109375
41106,24.905006408691406,118.36644744873047,43.779144287109375
43837,58.680397033691406,66.87699890136719,43.779144287109375
34515,158.68038940429688,23.94332504272461,43.779144287109375
45339,216.29354858398438,-6.497101306915283,43.779144287109375
22328,197.71005249023438,-4.973765850067139,43.779144287109375
22327,177.12167358398438,15.077804565429688,43.779144287109375
22304,160.62265014648438,30.4199275970459,43.779144287109375
22314,148.79672241210938,40.40523147583008,43.779144287109375
22311,140.61679077148438,46.25794982910156,43.779144287109375
22304,134.87411499023438,49.38329315185547,43.779144287109375
22308,130.62814331054688,50.872825622558594,43.779144287109375
22322,127.25570678710938,51.44845962524414,43.779144287109375
22308,124.38327026367188,51.544551849365234,43.779144287109375
34557,24.383270263671875,51.405128479003906,-140.07186889648438
74589,-75.61672973632812,51.16035079956055,-140.07186889648438
68971,-66.01590728759766,22.080955505371094,-140.07186889648438
41140,-54.735679626464844,-34.84163284301758,-140.07186889648438
43903,-5.872398376464844,-86.00682830810547,-140.07186889648438
22274,80.25260162353516,-130.66421508789062,-140.07186889648438
22354,96.82218170166016,-157.54112243652344,-140.07186889648438
22314,88.68497467041016,-155.92433166503906,-140.07186889648438
22350,74.48575592041016,-147.21348571777344,-140.07186889648438
22332,60.893470764160156,-139.048583984375,-140.07186889648438
22375,49.590003967285156,-133.3477783203125,-140.07186889648438
22329,40.477210998535156,-129.98118591308594,-140.07186889648438
22290,33.001380920410156,-128.30076599121094,-140.07186889648438
22291,26.628822326660156,-127.68669128417969,-140.07186889648438
22265,20.963050842285156,-127.68733215332031,-140.07186889648438
22309,15.749427795410156,-128.01327514648438,-140.07186889648438
22279,10.840248107910156,-128.4952850341797,-140.07186889648438
22298,6.147865295410156,-129.0408935546875,-140.07186889648438
22306,1.6288223266601562,-129.6016845703125,-140.07186889648438
22284,-2.7411727905273438,-130.15484619140625,-140.07186889648438
66567,97.2587890625,-130.68975830078125,487.4596252441406
48293,197.2588348388672,-131.2020263671875,487.4596252441406
72254,297.25885009765625,-100.87970733642578,487.4596252441406
80374,379.34832763671875,-40.842735290527344,487.4596252441406
41039,347.5504455566406,47.56600570678711,487.4596252441406
41073,318.96441650390625,157.51251220703125,487.4596252441406
41042,294.3889465332031,253.80841064453125,487.4596252441406
41075,274.1863708496094,336.9558410644531,487.4596252441406
41079,258.40765380859375,407.8224182128906,487.4596252441406
56086,158.40765380859375,467.49029541015625,487.4596252441406
79914,70.08321380615234,517.144775390625,487.4596252441406
41064,78.39588165283203,531.8394165039062,487.4596252441406
41087,89.01021575927734,515.9490356445312,487.4596252441406
43872,113.33736419677734,499.1172180175781,487.4596252441406
22347,146.79244995117188,482.3230285644531,487.4596252441406
22313,168.51412963867188,469.8834533691406,487.4596252441406
22325,183.71871948242188,464.59954833984375,487.4596252441406
22312,195.45358276367188,462.9620361328125,487.4596252441406
22310,205.37619018554688,463.0586853027344,487.4596252441406
22328,214.34371948242188,463.909423828125,487.4596252441406
66921,114.34378051757812,465.0401916503906,-298.4925842285156
48336,14.343734741210938,466.2376708984375,-298.4925842285156
72338,-85.65631103515625,435.3636169433594,-298.4925842285156
42862,-185.65631103515625,373.6153564453125,-298.4925842285156
80442,-192.9234619140625,282.41986083984375,-298.4925842285156
41138,-155.52468872070312,163.40670776367188,-298.4925842285156
41114,-122.63690185546875,45.791080474853516,-298.4925842285156
41099,-94.83758544921875,-56.23546600341797,-298.4925842285156
41112,-72.2944564819336,-143.56204223632812,-298.4925842285156
41120,-54.88964080810547,-217.3830108642578,-298.4925842285156
56035,45.11035919189453,-279.0530090332031,-298.4925842285156
79950,135.17483520507812,-329.98187255859375,-298.4925842285156
41122,127.1212387084961,-345.71807861328125,-298.4925842285156
41114,116.4999008178711,-330.12554931640625,-298.4925842285156
43901,102.5819320678711,-313.3092346191406,-298.4925842285156
22363,62.218650817871094,-296.3405456542969,-298.4925842285156
22306,37.022361755371094,-280.47039794921875,-298.4925842285156
22358,20.079490661621094,-273.74066162109375,-298.4925842285156
22317,7.430076599121094,-271.592529296875,-298.4925842285156
22346,-3.0459976196289062,-271.584716796875,-298.4925842285156
35045,96.09777069091797,-272.4879150390625,-209.82289123535156
41130,80.11589050292969,-273.72052001953125,-209.82289123535156
41109,64.6854019165039,-242.9505157470703,-209.82289123535156
43936,25.112159729003906,-215.40846252441406,-209.82289123535156
22351,-31.009422302246094,-191.1654815673828,-209.82289123535156
22270,-49.374900817871094,-177.55055236816406,-209.82289123535156
22342,-54.062034606933594,-179.35206604003906,-209.82289123535156
22336,-55.130760192871094,-185.03872680664062,-209.82289123535156
22341,-56.200828552246094,-190.4640350341797,-209.82289123535156
22336,-58.217308044433594,-194.56649780273438,-209.82289123535156
22333,-61.149925231933594,-197.39413452148438,-209.82289123535156
22355,-64.7190170288086,-199.28387451171875,-209.82289123535156
22334,-68.6523666381836,-200.56239318847656,-209.82289123535156
22335,-72.7446517944336,-201.4694366455078,-209.82289123535156
22362,-76.8672103881836,-202.16014099121094,-209.82289123535156
22324,-80.9470443725586,-202.7255096435547,-209.82289123535156
22337,-84.9465560913086,-203.2160186767578,-209.82289123535156
22352,-88.8414535522461,-203.6586151123047,-209.82289123535156
22325,-92.6307601928711,-204.06761169433594,-209.82289123535156
22367,-96.3076400756836,-204.4488525390625,-209.82289123535156
66637,3.692291259765625,-204.80685424804688,595.2533569335938
48318,103.69233703613281,-205.14297485351562,595.2533569335938
48369,203.6923828125,-174.84510803222656,595.2533569335938
72248,303.6924133300781,-115.021240234375,595.2533569335938
80379,362.351318359375,-27.001216888427734,595.2533569335938
41005,326.8172302246094,87.68913269042969,595.2533569335938
41073,295.6401062011719,215.13417053222656,595.2533569335938
41065,269.55096435546875,326.08154296875,595.2533569335938
41092,248.81651306152344,421.359375,595.2533569335938
41107,233.37716674804688,502.1577453613281,595.2533569335938
56063,133.37716674804688,569.8661499023438,595.2533569335938
79894,47.958885192871094,625.9542846679688,595.2533569335938
41110,58.53136444091797,645.4099731445312,595.2533569335938
41078,71.82926940917969,633.518310546875,595.2533569335938
41097,86.81918334960938,619.765625,595.2533569335938
41089,102.71578216552734,605.3018188476562,595.2533569335938
41119,118.93452453613281,590.9376220703125,595.2533569335938
43891,154.4218292236328,577.219970703125,595.2533569335938
22365,187.8808135986328,564.4935913085938,595.2533569335938
22349,206.8949737548828,558.6771240234375,595.2533569335938
34571,306.89495849609375,559.1690673828125,634.4873046875
45270,296.36785888671875,561.6520385742188,634.4873046875
22394,257.4539794921875,590.1090698242188,634.4873046875
22376,252.5047607421875,611.0505981445312,634.4873046875
22370,260.8934326171875,616.2183227539062,634.4873046875
22339,273.4696044921875,616.1428833007812,634.4873046875
22379,286.5863037109375,615.0249633789062,634.4873046875
22342,299.0423583984375,614.2552490234375,634.4873046875
22346,310.5965576171875,614.1026611328125,634.4873046875
22339,321.3636474609375,614.464599609375,634.4873046875
22348,331.4954833984375,615.161865234375,634.4873046875
22341,341.1131591796875,616.0475463867188,634.4873046875
22339,350.3441162109375,617.0187377929688,634.4873046875
22333,359.2308349609375,618.0072631835938,634.4873046875
22362,367.8270263671875,618.9815673828125,634.4873046875
22362,376.1512451171875,619.9207153320312,634.4873046875
22359,384.2169189453125,620.8180541992188,634.4873046875
22361,392.0372314453125,621.670166015625,634.4873046875
22356,399.6226806640625,622.475830078125,634.4873046875
22355,406.9810791015625,623.2355346679688,634.4873046875
65482,306.9810791015625,623.9511108398438,544.5046997070312
69025,318.9350280761719,624.6245727539062,544.5046997070312
41111,332.4226379394531,593.5891723632812,544.5046997070312
43874,367.4118957519531,565.1151123046875,544.5046997070312
22259,424.7566223144531,539.8986206054688,544.5046997070312
22233,442.5110168457031,524.4810180664062,544.5046997070312
22300,445.8646545410156,525.3886108398438,544.5046997070312
21605,445.3422546386719,530.515380859375,544.5046997070312
21604,444.7878112792969,535.4815063476562,544.5046997070312
21606,445.2309265136719,539.1348876953125,544.5046997070312
22307,446.6419372558594,541.5020141601562,544.5046997070312
22308,448.7436218261719,542.9244384765625,544.5046997070312
22340,451.2638854980469,543.7335815429688,544.5046997070312
22332,453.9776306152344,544.1753540039062,544.5046997070312
22324,456.7731628417969,544.4108276367188,544.5046997070312
22325,459.5588073730469,544.5314331054688,544.5046997070312
22339,462.2867126464844,544.5932006835938,544.5046997070312
22339,464.9590759277344,544.6231079101562,544.5046997070312
22343,467.5398864746094,544.6326293945312,544.5046997070312
22343,470.0518493652344,544.6329956054688,544.5046997070312
34534,370.0518493652344,544.62353515625,334.35198974609375
79812,282.2862243652344,544.6095581054688,334.35198974609375
41133,298.1063232421875,514.3143920898438,334.35198974609375
41071,312.9238586425781,458.44183349609375,334.35198974609375
41079,326.1620788574219,408.79095458984375,334.35198974609375
43823,390.5028991699219,365.3380432128906,334.35198974609375
22263,456.1899108886719,327.8204040527344,334.35198974609375
22321,467.1103210449219,311.49005126953125,334.35198974609375
22360,459.6232604980469,316.2933349609375,334.35198974609375
22349,448.3945007324219,325.40155029296875,334.35198974609375
22340,438.3727722167969,333.1405334472656,334.35198974609375
22342,430.6320495605469,338.3363037109375,334.35198974609375
22327,424.8591003417969,341.33453369140625,334.35198974609375
22327,420.4799499511719,342.8111267089844,334.35198974609375
22321,417.0131530761719,343.34698486328125,334.35198974609375
22305,414.0862121582031,343.3476867675781,334.35198974609375
22315,411.4792785644531,343.07159423828125,334.35198974609375
22329,409.0834045410156,342.66351318359375,334.35198974609375
22317,406.8004455566406,342.20123291015625,334.35198974609375
22313,404.6202697753906,341.72955322265625,334.35198974609375
66566,304.62042236328125,341.2637023925781,-908.1900634765625
48291,204.62037658691406,340.8160705566406,-908.1900634765625
48328,104.62033081054688,311.4543762207031,-908.1900634765625
48293,4.6202850341796875,254.17730712890625,-908.1900634765625
48307,-95.3797607421875,170.1962127685547,-908.1900634765625
72245,-195.37979125976562,60.91087341308594,-908.1900634765625
75335,-295.3797912597656,-72.11507415771484,-908.1900634765625
69023,-254.30096435546875,-227.1787872314453,-908.1900634765625
41119,-218.86941528320312,-402.462890625,-908.1900634765625
41100,-190.81610107421875,-554.3582763671875,-908.1900634765625
41067,-170.328125,-684.0248413085938,-908.1900634765625
43861,-142.109375,-793.3369750976562,-908.1900634765625
34535,-42.109375,-884.3840942382812,-908.1900634765625
80340,15.889968872070312,-954.8630981445312,-908.1900634765625
41121,-1.6071090698242188,-983.7967529296875,-908.1900634765625
41065,-22.840599060058594,-984.7691650390625,-908.1900634765625
41049,-46.59962463378906,-981.1526489257812,-908.1900634765625
41036,-71.92809295654297,-974.523681640625,-908.1900634765625
41073,-98.08223724365234,-966.074462890625,-908.1900634765625
41103,-124.49449157714844,-956.6871337890625,-908.1900634765625
77228,-24.494491577148438,-946.9971923828125,-608.3916015625
80370,-8.002471923828125,-937.4461059570312,-608.3916015625
41043,-45.41053771972656,-891.0084228515625,-608.3916015625
41075,-80.99354553222656,-833.996826171875,-608.3916015625
41113,-114.20397186279297,-783.3524780273438,-608.3916015625
41104,-144.75160217285156,-739.0189208984375,-608.3916015625
41094,-172.5334930419922,-700.7024536132812,-608.3916015625
41133,-197.57937622070312,-667.9591064453125,-608.3916015625
41133,-220.00840759277344,-640.2606811523438,-608.3916015625
41110,-239.99664306640625,-617.0426635742188,-608.3916015625
43936,-265.67828369140625,-597.7386474609375,-608.3916015625
22349,-327.94586181640625,-581.803955078125,-608.3916015625
22329,-347.67608642578125,-571.0736694335938,-608.3916015625
22327,-352.97027587890625,-576.4122924804688,-608.3916015625
22365,-355.16192626953125,-584.8624267578125,-608.3916015625
22382,-358.04400634765625,-592.085205078125,-608.3916015625
22381,-362.39801025390625,-597.21630859375,-608.3916015625
22379,-367.99761962890625,-600.5531005859375,-608.3916015625
22381,-374.39556884765625,-602.6307373046875,-608.3916015625
22373,-381.18365478515625,-603.9129028320312,-608.3916015625
34552,-281.18365478515625,-604.7236328125,-210.0307159423828
42927,-181.18362426757812,-605.260009765625,-210.0307159423828
80403,-136.527587890625,-574.0330810546875,-210.0307159423828
41134,-161.37405395507812,-512.2257080078125,-210.0307159423828
41127,-184.20352172851562,-437.6074523925781,-210.0307159423828
41087,-204.41265869140625,-371.7591552734375,-210.0307159423828
41061,-221.70367431640625,-314.4534606933594,-210.0307159423828
41080,-235.99911499023438,-265.1954650878906,-210.0307159423828
56056,-335.9991149902344,-223.32760620117188,-210.0307159423828
45283,-381.8388977050781,-188.1077880859375,-210.0307159423828
22376,-377.5151672363281,-184.96241760253906,-210.0307159423828
22357,-362.7998352050781,-197.01470947265625,-210.0307159423828
22339,-348.2392883300781,-208.87948608398438,-210.0307159423828
22326,-336.6855773925781,-217.33900451660156,-210.0307159423828
22355,-328.1351623535156,-222.41258239746094,-210.0307159423828
22324,-321.8417053222656,-224.99578857421875,-210.0307159423828
22320,-317.0215148925781,-225.9842987060547,-210.0307159423828
22357,-313.1035461425781,-226.04559326171875,-210.0307159423828
22354,-309.7297058105469,-225.6075439453125,-210.0307159423828
22342,-306.6659851074219,-224.92340087890625,-210.0307159423828
66591,-406.66595458984375,-224.13697814941406,-771.8333129882812
48357,-506.666015625,-223.32083129882812,-771.8333129882812
72224,-606.666015625,-252.91943359375,-771.8333129882812
80532,-664.21630859375,-311.8443298339844,-771.8333129882812
41130,-635.3208618164062,-398.7860412597656,-771.8333129882812
41141,-609.5291748046875,-499.6919250488281,-771.8333129882812
41113,-587.5376586914062,-587.7758178710938,-771.8333129882812
41115,-569.6475830078125,-663.5674438476562,-771.8333129882812
43890,-509.9190673828125,-727.9207763671875,-771.8333129882812
34630,-409.9190673828125,-781.876953125,-771.8333129882812
57646,-377.44061279296875,-812.9776611328125,-771.8333129882812
41133,-386.400146484375,-809.7692260742188,-771.8333129882812
43936,-404.145263671875,-793.2696533203125,-771.8333129882812
22407,-437.779052734375,-776.3466796875,-771.8333129882812
22389,-460.637939453125,-761.872802734375,-771.8333129882812
22382,-476.886474609375,-754.7144775390625,-771.8333129882812
22414,-489.276611328125,-751.6563110351562,-771.8333129882812
22410,-499.51416015625,-750.7568359375,-771.8333129882812
22357,-508.55810546875,-750.916259765625,-771.8333129882812
22381,-516.9013671875,-751.5551147460938,-771.8333129882812
66618,-416.90142822265625,-752.3858642578125,97.02293395996094
48366,-316.9013671875,-753.269775390625,97.02293395996094
48358,-216.9013214111328,-722.2510375976562,97.02293395996094
72306,-116.90129852294922,-660.5184326171875,97.02293395996094
80409,-55.66289138793945,-569.4895629882812,97.02293395996094
41053,-96.21792602539062,-450.783447265625,97.02293395996094
41032,-132.1461181640625,-317.65087890625,97.02293395996094
41050,-162.67559814453125,-201.71829223632812,97.02293395996094
41066,-187.52194213867188,-102.13397979736328,97.02293395996094
41083,-206.74386596679688,-17.66425132751465,97.02293395996094
43816,-285.2233581542969,53.13572311401367,97.02293395996094
34554,-385.2233581542969,111.79696655273438,97.02293395996094
57680,-393.91229248046875,140.75515747070312,97.02293395996094
41082,-383.0318603515625,134.33692932128906,97.02293395996094
41094,-370.1214599609375,120.68549346923828,97.02293395996094
41060,-356.04046630859375,106.05472564697266,97.02293395996094
43881,-328.65179443359375,91.34909057617188,97.02293395996094
22312,-293.00140380859375,77.18677520751953,97.02293395996094
22325,-271.76849365234375,67.74366760253906,97.02293395996094
22322,-257.21624755859375,65.544189453125,97.02293395996094
34573,-357.21624755859375,66.27191925048828,-243.03475952148438
42776,-457.21624755859375,67.98050689697266,-243.03475952148438
80271,-452.3856201171875,36.87691879272461,-243.03475952148438
41058,-426.6162414550781,-25.79615592956543,-243.03475952148438
41102,-402.9385070800781,-87.57538604736328,-243.03475952148438
41090,-381.7901611328125,-141.67758178710938,-243.03475952148438
41081,-363.3639831542969,-188.39349365234375,-243.03475952148438
43885,-322.8483581542969,-228.21827697753906,-243.03475952148438
22311,-235.54562377929688,-261.7665710449219,-243.03475952148438
22344,-216.64169311523438,-282.37042236328125,-243.03475952148438
22335,-221.09237670898438,-276.3611755371094,-243.03475952148438
22289,-230.57675170898438,-264.7182312011719,-243.03475952148438
22243,-238.84970092773438,-254.6026611328125,-243.03475952148438
22230,-244.53347778320312,-247.5546875,-243.03475952148438
22228,-247.93252563476562,-243.19790649414062,-243.03475952148438
22284,-249.73333740234375,-240.7327423095703,-243.03475952148438
21579,-250.5325927734375,-239.45272827148438,-243.03475952148438
21580,-250.753662109375,-238.86178588867188,-243.03475952148438
21573,-250.67984008789062,-238.6469268798828,-243.03475952148438
21578,-250.44989013671875,-238.62521362304688,-243.03475952148438
34514,-350.44989013671875,-238.70054626464844,-410.1798400878906
80321,-424.82830810546875,-238.8197021484375,-410.1798400878906
41138,-411.984375,-268.6036682128906,-410.1798400878906
41145,-400.04632568359375,-319.4324035644531,-410.1798400878906
43942,-355.00823974609375,-364.5266418457031,-410.1798400878906
22299,-276.17327880859375,-403.9263000488281,-410.1798400878906
22399,-259.49761962890625,-427.6810607910156,-410.1798400878906
22395,-264.91119384765625,-426.0448913574219,-410.1798400878906
22389,-275.76251220703125,-418.1214294433594,-410.1798400878906
22359,-286.10870361328125,-410.72125244140625,-410.1798400878906
22355,-294.45465087890625,-405.5455627441406,-410.1798400878906
22356,-300.88507080078125,-402.47088623046875,-410.1798400878906
22383,-305.90557861328125,-400.91375732421875,-410.1798400878906
22382,-309.99505615234375,-400.315673828125,-410.1798400878906
22349,-313.49224853515625,-400.27215576171875,-410.1798400878906
22358,-316.64593505859375,-400.52484130859375,-410.1798400878906
22356,-319.57208251953125,-400.9186096191406,-410.1798400878906
22309,-322.35113525390625,-401.373779296875,-410.1798400878906
22304,-325.01300048828125,-401.8457336425781,-410.1798400878906
22329,-327.60052490234375,-402.3137512207031,-410.1798400878906
66642,-227.60057067871094,-402.7658996582031,206.83660888671875
48370,-127.60052490234375,-403.2025146484375,206.83660888671875
72238,-27.600494384765625,-373.3215637207031,206.83660888671875
80048,62.762115478515625,-314.2085876464844,206.83660888671875
41073,32.142738342285156,-227.16941833496094,206.83660888671875
41106,4.68280029296875,-116.5533676147461,206.83660888671875
41067,-18.80206298828125,-19.69089126586914,206.83660888671875
41063,-37.93842315673828,63.91654968261719,206.83660888671875
41080,-52.668617248535156,135.1387481689453,206.83660888671875
56099,-152.66860961914062,195.0638885498047,206.83660888671875
79914,-238.86251831054688,244.8855438232422,206.83660888671875
41093,-229.5438232421875,259.3612060546875,206.83660888671875
41128,-217.94110107421875,243.5200653076172,206.83660888671875
41148,-204.99781799316406,226.67788696289062,206.83660888671875
43912,-178.62867736816406,209.82179260253906,206.83660888671875
22404,-140.66188049316406,193.62486267089844,206.83660888671875
22357,-119.38893127441406,182.29983520507812,206.83660888671875
22327,-105.73951721191406,179.35670471191406,206.83660888671875
22325,-95.34400939941406,179.76954650878906,206.83660888671875
22356,-86.24440002441406,181.2917938232422,206.83660888671875
66589,-186.244384765625,183.0146026611328,-356.9517517089844
72265,-286.24444580078125,184.62738037109375,-356.9517517089844
42819,-386.24444580078125,153.96038818359375,-356.9517517089844
80348,-395.365966796875,92.22106170654297,-356.9517517089844
41109,-363.62030029296875,0.8478976488113403,-356.9517517089844
41107,-335.10443115234375,-91.65428924560547,-356.9517517089844
41115,-310.3821105957031,-172.3312225341797,-356.9517517089844
41124,-289.6719970703125,-241.73599243164062,-356.9517517089844
41128,-272.9488830566406,-300.6967468261719,-356.9517517089844
56129,-172.94888305664062,-350.19610595703125,-356.9517517089844
45397,-94.48419189453125,-391.2827453613281,-356.9517517089844
22421,-105.54425048828125,-399.2701110839844,-356.9517517089844
22430,-127.42510986328125,-381.4041442871094,-356.9517517089844
22392,-147.92169189453125,-365.06536865234375,-356.9517517089844
22385,-164.06427001953125,-353.6290283203125,-356.9517517089844
22358,-176.14459228515625,-346.7236022949219,-356.9517517089844
22350,-185.26373291015625,-343.06396484375,-356.9517517089844
22377,-192.43780517578125,-341.45233154296875,-356.9517517089844
22372,-198.42608642578125,-341.0269775390625,-356.9517517089844
22370,-203.70721435546875,-341.23638916015625,-356.9517517089844
66664,-103.70726776123047,-341.7606506347656,337.5967102050781
48342,-3.7072219848632812,-342.4254150390625,337.5967102050781
72297,96.29281616210938,-312.1472473144531,337.5967102050781
42824,196.29281616210938,-252.0519256591797,337.5967102050781
80334,183.63311767578125,-163.48890686035156,337.5967102050781
41093,151.721923828125,-48.00510025024414,337.5967102050781
41095,124.0438232421875,59.38053512573242,337.5967102050781
41043,101.07655334472656,152.2848663330078,337.5967102050781
41082,82.93374633789062,231.59205627441406,337.5967102050781
43822,1.186676025390625,298.4488830566406,337.5967102050781
34504,-98.81332397460938,354.1353759765625,337.5967102050781
57605,-103.85431671142578,379.7852478027344,337.5967102050781
41107,-93.81642150878906,370.7108459472656,337.5967102050781
41048,-82.005126953125,356.1214904785156,337.5967102050781
43922,-51.647705078125,340.8880615234375,337.5967102050781
22291,-22.313232421875,325.8173522949219,337.5967102050781
