1.0e-5,0.05259036,2.9405561809835815e8,3.197201078296051e8,3.545562681194458e8
1.0e-5,0.05474872,8.211539786897616e8,8.440552118296051e8,8.630539546464233e8
1.0e-5,0.05690708,1.2672110895967865e9,1.3056483640717888e9,1.3359164975967865e9
1.0e-5,0.05906544,1.4643751706464233e9,1.4643758035090942e9,1.4643764921194458e9
1.0e-5,0.0612238,1.4644624546347046e9,1.4644785059302063e9,1.4644794906464233e9
0.0074,0.06338216,1.3357653374806824e9,1.3489355435563965e9,1.3615508859499207e9
0.04583,0.06554052,28682.766357421875,29203.870864868164,29799.168212890625
0.22405,0.06769888,2531.761962890625,2563.8619995117188,2587.633819580078
0.22405,0.06985724,2566.407974243164,2598.073760986328,2634.64453125
0.22405,0.0720156,2603.8483276367188,2637.722686767578,2665.086944580078
0.22405,0.07417396,2602.900146484375,2634.688995361328,2666.282501220703
0.22405,0.07633232,2654.902332305908,2680.031280517578,2711.419677734375
0.22405,0.07849068,2694.2499170303345,2723.2888793945312,2751.165802001953
0.22405,0.08064904,2721.00146484375,2755.3033838272095,2794.404312133789
0.22405,0.0828074,2755.891876220703,2792.0120849609375,2820.5634765625
0.22405,0.08496576,2785.17822265625,2816.562957763672,2861.9047021865845
0.22405,0.08712412,2788.351551055908,2821.866943359375,2864.9853515625
0.22405,0.08928248,2845.1173486709595,2888.7096557617188,2926.8643951416016
0.23905,0.09144084,2692.932861328125,2720.683135986328,2760.015411376953
0.24152,0.0935992,2692.4054107666016,2722.4364013671875,2753.9942321777344
0.24152,0.09575756,2754.1390771865845,2779.4486694335938,2808.21337890625
0.24152,0.09791592,2821.8701782226562,2854.3632202148438,2894.3562622070312
0.24152,0.10007428,2832.1815795898438,2856.064422607422,2898.606689453125
0.24306,0.10223264,2867.7518310546875,2909.739517211914,2947.6317138671875
0.57373,0.104391,1915.8153076171875,1918.8472900390625,1921.4259643554688
0.57386,0.10654936,1913.6625366210938,1916.337158203125,1919.5424194335938
0.59768,0.10870772,1907.52783203125,1910.1629028320312,1913.5623779296875
0.63457,0.11086608,1898.0057373046875,1899.125732421875,1900.1753540039062
0.63834,0.11302444,1896.5894165039062,1898.7296752929688,1900.452392578125
0.63834,0.1151828,1896.861083984375,1898.181640625,1900.5435180664062
0.79471,0.11734116,1876.4895629882812,1877.0326538085938,1877.5518188476562
0.79479,0.11949952,1872.2572021484375,1872.866943359375,1873.3785400390625
0.79479,0.12165788,1871.2162475585938,1871.6448974609375,1872.1556396484375
0.79479,0.12381624,1870.732177734375,1871.1566772460938,1871.7103271484375
