system,distribution,batchsize,hit_chance,period,utilization,p99,p99_lower,p99_upper
CC2,huffbench.json,30000,0.001200012000120001,0.043000000000000003,0.51,1.6983485642753324,1.6951705924942375,1.700670335856518
CC2,huffbench.json,30000,0.6087460874608747,0.043000000000000003,0.52,0.23939846705546217,0.23422854170906762,0.2462206313693732
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.53,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.54,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.55,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.56,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.57,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.58,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.59,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.6,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.61,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.62,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.63,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.64,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.65,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.66,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.67,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.68,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.69,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.7,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.71,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.72,0.13149532241053272,0.13149532241053272,0.13149532241053272
CC2,huffbench.json,30000,1.0,0.043000000000000003,0.73,0.13149532241053272,0.13149532241053272,0.13149532241053272
