system,distribution,batchsize,hit_chance,period,utilization,p99,p99_lower,p99_upper
CC2,huffbench.json,30000,0.0001000010000100001,0.029500000000000002,0.74,1.6900892321256928,1.6900892321256928,1.6900892321256928
CC2,huffbench.json,30000,0.038150381503815035,0.029500000000000002,0.75,2.56454306127798,2.5592732918761567,2.5783145523986093
CC2,huffbench.json,30000,0.8126881268812688,0.029500000000000002,0.76,0.15225445413553337,0.15172153004405545,0.15284912604216028
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.77,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.78,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.79,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.8,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.81,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.82,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.83,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.84,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.85,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.86,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.87,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.88,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.89,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.9,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.91,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.92,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.93,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.94,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.95,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.96,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.97,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.98,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,0.99,0.13433723860811775,0.13433723860811775,0.13433723860811775
CC2,huffbench.json,30000,1.0,0.029500000000000002,1.0,0.13433723860811775,0.13433723860811775,0.13433723860811775
