system,distribution,batchsize,hit_chance,period,utilization,p99,p99_lower,p99_upper
CC2,huffbench.json,30000,1.000010000100001e-5,0.03949999999999999,0.55,1.6888642444010176,1.6888642444010176,1.6888642444010176
CC2,huffbench.json,30000,0.035660356603566035,0.03949999999999999,0.56,2.6532215861669304,2.5348437557782186,2.6570661934436206
CC2,huffbench.json,30000,0.9757297572975729,0.03949999999999999,0.57,0.13886408695726815,0.13864700656153972,0.13906817247770334
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.58,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.59,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.6,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.61,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.62,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.63,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.64,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.65,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.66,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.67,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.68,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.69,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.7,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.71,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.72,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.73,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.74,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.75,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.76,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.77,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.78,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.79,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.8,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.81,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.82,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.83,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.84,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.85,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.86,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.87,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.88,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.89,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.9,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.91,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.92,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.93,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.94,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.95,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.96,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.97,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.98,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,0.99,0.1321881891520683,0.1321881891520683,0.1321881891520683
CC2,huffbench.json,30000,1.0,0.03949999999999999,1.0,0.1321881891520683,0.1321881891520683,0.1321881891520683
