0.01,0.052539,169540.18408203125,171676.19973754883,173567.4649810791
0.02,0.054658,86982.93548583984,88230.07220458984,89631.35906982422
0.03,0.056777,55114.34461975098,55957.29635620117,57051.7734375
0.04,0.058896,36076.79209899902,36919.18914461136,37824.76190185547
0.05,0.061015,25098.075958251953,25617.727142333984,26220.99266052246
0.06,0.063134,18928.870178222656,19303.470642089844,19633.460235595703
0.07,0.065253,14534.102233886719,14742.957244873047,15014.298538208008
0.08,0.067372,11541.560256958008,11748.261581420898,12058.103698730469
0.09,0.069491,9250.997131347656,9441.255722045898,9632.775329589844
0.1,0.07161,7758.207092285156,7914.923110961914,8086.176971435547
0.11,0.073729,6662.484130859375,6819.502311706543,6951.1974267959595
0.12,0.075848,5928.425048828125,6027.451965332031,6133.361572265625
0.13,0.077967,5419.4068994522095,5484.606719970703,5572.063003540039
0.14,0.080086,4933.192321777344,5029.8976221084595,5122.819091796875
0.15,0.082205,4521.44091796875,4602.347595214844,4707.837463378906
0.16,0.084324,4097.659317016602,4179.249938964844,4250.342788696289
0.17,0.086443,3943.7291870117188,4023.3362426757812,4086.4986963272095
0.18,0.088562,3722.310760498047,3785.8502588272095,3838.2421875
0.19,0.090681,3545.7369775772095,3589.1194458007812,3653.312530517578
0.2,0.0928,3340.4916162490845,3411.963134765625,3469.6349267959595
0.21,0.094919,3228.6578979492188,3280.7431640625,3339.274169921875
0.22,0.097038,3077.5289697647095,3131.208251953125,3175.0810546875
0.23,0.099157,3007.28125,3059.512176513672,3094.992630004883
0.24,0.101276,2887.5327758789062,2929.878173828125,2970.3776245117188
0.25,0.103395,2816.940460205078,2846.115966796875,2877.0485010147095
0.26,0.105514,2730.731719970703,2754.226043701172,2791.988037109375
0.27,0.107633,2678.6956176757812,2711.1612701416016,2740.0208892822266
0.28,0.109752,2627.652099609375,2658.6407470703125,2691.6590576171875
0.29,0.111871,2567.751708984375,2589.5450439453125,2617.539794921875
0.3,0.11399,2580.5614166259766,2609.86376953125,2635.83740234375
0.31,0.116109,2526.6236572265625,2548.2862939834595,2573.357666015625
0.32,0.118228,2495.7618408203125,2521.1513671875,2541.470703125
0.33,0.120347,2494.5482177734375,2516.615188598633,2541.7144775390625
0.34,0.122466,2470.744384765625,2489.85107421875,2509.4573974609375
0.35,0.124585,2435.857421875,2462.3707275390625,2482.65869140625
0.36,0.126704,2433.550994873047,2447.5147705078125,2466.94921875
0.37,0.128823,2404.8909912109375,2427.09375,2443.344482421875
